Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
2,"А Прохоров","Итоги тысячелетия, столетия, года",2000,"Компьютер пресс","ecsocman.hse.ru","http://ecsocman.hse.ru/data/225/517/1219/materialyx20dlqx20x5eteniq-itogix20tysqx5eeletiqx20-y5.doc","https://scholar.google.com/scholar?cites=949505024214080713&as_sdt=2005&sciodt=0,5&hl=en",343,"2021-05-12 14:16:17","DOC","","","",,,,,2,0.10,2,1,21,"… произошло сразу несколько крупных событий: IBM начала выпуск семейства мини-компьютеров AS/400 и серию мэйнфреймов ES/3090 S … По-видимому, первый накопитель на гибких магнитных дисках появился в 1971 году в мэйнфреймах фирмы IBM System 370 …"
12,"ОВ Ефремов, ПС Беляев","Социальные аспекты современных компьютерных технологий",2006,"","tstu.ru","https://www.tstu.ru/book/elib/pdf/2006/efremov3.pdf","https://scholar.google.com/scholar?cites=15486096073695917847&as_sdt=2005&sciodt=0,5&hl=en",344,"2021-05-12 14:16:17","PDF","","","",,,,,12,0.80,6,2,15,"… IBM создала свой первый мэйнфрейм модели 7090, полностью выполненный на базе транзисто- ров и способный … чае необходимости модернизировать оборудование и программное обеспечение по частям, что позволяло ра- циональнее расходовать средства …"
0,"АМ АББАСОВ, РМ АЛГУЛИЕВ, ВА КАСУМОВ","В КОМПЬЮТЕРНЫХ СЕТЯХ",,"researchgate.net","","https://www.researchgate.net/profile/Vagif_Gasimov2/publication/331233008_Problemy_informacionnoj_bezopasnosti_v_komputernyh_setah/links/5e9c7465a6fdcca78926a08c/Problemy-informacionnoj-bezopasnosti-v-komputernyh-setah.pdf","",345,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,3,,"Page 1. А.М.АББАСОВ Р.М.АЛГУЛИЕВ В.А.КАСУМОВ ПРОБЛЕМЫ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ В КОМПЬЮТЕРНЫХ СЕТЯХ Page 2. А.М.АББАСОВ, Р.М.АЛГУЛИЕВ, В.А.КАСУМОВ ПРОБЛЕМЫ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ …"
2,"ЕА Роговский","О постиндустриальных особенностях американского НТП",2009,"М.: ИНП РАН, 2009. 78 с","ecfor.ru","https://ecfor.ru/wp-content/uploads/seminar/energo/z103.pdf","https://scholar.google.com/scholar?cites=7184893519795460617&as_sdt=2005&sciodt=0,5&hl=en",346,"2021-05-12 14:16:17","PDF","","","",,,,,2,0.17,2,1,12,"… На индустриальном этапе развития американской экономики капи- таловложения в модернизацию и обновление технологической базы производства осуществлялось промышленными корпорациями в основ- ном из собственных накоплений …"
0,"НД Банникова","Автоматизация деятельности предприятия малого бизнеса в индустрии красоты: магистерская диссертация",2019,"","elar.urfu.ru","https://elar.urfu.ru/handle/10995/77669","",347,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,2,"… ежегодных опросов или с помощью прямых запросов. В то время предприятиям приходилось полагаться на автономные системы мэйнфреймов для автоматизации продаж, но масштабы технологий позволяли им …"
0,"СВ Орлова","Информатика: курс лекций",2008,"","elib.osu.ru","http://elib.osu.ru/handle/123456789/8644","",348,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,13,"Page 1. МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РОССИЙСКОЙ ФЕДЕРАЦИИ ФЕДЕРАЛЬНОЕ АГЕНТСТВО ПО ОБРАЗОВАНИЮ Государственное образовательное учреждение высшего профессионального …"
0,"НО Островских","Развитие автоматизированных систем работы с клиентами предприятий в процессе эволюции информационных технологий",2019,"","dspace.susu.ru","https://dspace.susu.ru/xmlui/bitstream/handle/0001.74/29131/2019_221_ostrovskihno.pdf?sequence=1","",349,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,2,"… Мобильные технологии 1970-е годы – эпоха независимых решений для мэйнфреймов В 1970-х годах автономные системы мэйнфреймов использовались для систем автоматизации продаж и файлов данных клиентов. Эти системы в …"
35,"Д Мур","Преодоление пропасти. Как вывести технологический продукт на массовый рынок",2019,"","Litres","","https://scholar.google.com/scholar?cites=16187999653516483474&as_sdt=2005&sciodt=0,5&hl=en",350,"2021-05-12 14:16:17","CITATION","","","",,,,,35,17.50,35,1,2,""
0,"ЄІ Габрусенко","Навчально-методичний комплекс з дисципліни «Моделювання та автоматизоване проектування електронних пристроїв та систем»",2018,"","dspace.nau.edu.ua","https://dspace.nau.edu.ua/bitstream/NAU/36016/4/1_Task-1.pdf","",351,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,3,"… систем автоматизированного проектирования (САПР) основано на использовании вычислительных сетей и телекоммуникационных технологий, в САПР используются персональные компьютеры и рабочие станции, есть примеры применения мейнфреймов …"
0,"ДП Зинин, ОГ Хуторова, ГМ Тептин","Введение в современные высокопроизводительные вычислительные системы: учебно-методическое пособие",,"dspace.kpfu.ru","","https://dspace.kpfu.ru/xmlui/bitstream/handle/net/22175/06_45_001012.pdf","",352,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,3,,"… Пер- воначально она была создана как многозадачная система для миникомпьютеров и мэйнфреймов в середине 70-ых годов, но с тех пор она выросла в одну из наиболее распространенных операционных систем, несмотря на свой времена …"
7,"Т Редкар, Т Гвидичи","Платформа Windows Azure",2017,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=yi7RAAAAQBAJ&oi=fnd&pg=PA19&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=1pAmMdXZMp&sig=BahbPlbOqhsjNG-TtDhJByTje9Y","https://scholar.google.com/scholar?cites=18437786293771078640&as_sdt=2005&sciodt=0,5&hl=en",353,"2021-05-12 14:16:17","BOOK","","","",,,,,7,1.75,4,2,4,"Page 1. 1144445 ………… а г 1 I I — III . I III 1 1 II . I” дъ Т. „Т „ . Т Т . Т 1. Т Т Т Т IТ 44: "" 1 ___. II 1 1 III . IIII 1 1 I - 1 1 1 . 1 [ 1 1 II . II . I 1 IIII 1 1 I """" III 1 1 III 1 1 II 1 1 II 1 1 I """" I . I 1 IIII 1 1 II """". III 1 1 III 1 1 II 1 1 II 1 1 II """". II 1 1 IIII 1 1 …"
1,"ДР Шапиро","Windows Server 2003. Библия пользователя",2004,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=OropAe1mq4QC&oi=fnd&pg=PA5&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=rDAAbQ0mLD&sig=_01egBxZOcSFSOy_jipunLYeDhc","https://scholar.google.com/scholar?cites=11449819472151792971&as_sdt=2005&sciodt=0,5&hl=en",354,"2021-05-12 14:16:17","BOOK","","","",,,,,1,0.06,1,1,17,"Page 1. 8егуег 2003 Библия пользователя Page 2. Windows Server 2003 ® Bible Jeffrey R. Shapiro, Jim Boyce, Marcin Policht, Brian Patterson, and Scott Leathers Page 3. \Утс1(т$ 8егуег 2003 Библия пользователя Джеффри Р …"
0,"ЛА Щербаченко, АЕ Гафнер, НК Душутин","Печатается по решению методической комиссии физического факультета ИГУ Рецензенты",2011,"","nozdr.ru","https://scholar.google.comftp://nozdr.ru/biblio/kolxoz/Cs/CsPop/Dushutin%20N.K.,%20Ushakova%20S.N.,%20Yasyukevich%20Yu.V.%20Iz%20istorii%20vychislitel'noj%20texniki%20(Irkutsk,%20IGU,%202011)(ru)(ISBN%209785962405575)(277s)_CsPop_.pdf","",355,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,3,10,"Page 1. Министерство образования и науки Российской Федерации Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Иркутский государственный университет» Н. К. Душутин, С. Н. Ушакова, Ю …"
0,"БХВ ЭСТЕВЕ, КС МИЛЛЕР","ФОРМИРОВАНИЕ КАРТ ЧАСТНЫХ МЕСТ С ИСПОЛЬЗОВАНИЕМ ДАТЧИКОВ МОБИЛЬНЫХ ВЫЧИСЛИТЕЛЬНЫХ УСТРОЙСТВ",2016,"","elibrary.ru","https://elibrary.ru/item.asp?id=37840289","",356,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,2,5,"… при помощи ряда конфигураций компьютерной системы, включая переносные устройства, многопроцессорные системы, основанную на микропроцессоре или программируемую бытовую электронику, миникомпьютеры, компьютеры класса мэйнфрейм и подобное …"
0,"АР Палтиевич, АВ Соколов","ББК 32.81 я723 П60",2004,"","","","",357,"2021-05-12 14:16:17","CITATION","","","",,,,,0,0.00,0,2,17,""
0,"БС Елепов","Рекомендовано редакционно-издательским советом Государственной публичной научно-технической библиотеки Сибирского отделения Российской …",2012,"","spsl.nsc.ru","http://www.spsl.nsc.ru/fulltext/GPNTB/069_gpntb.pdf","",358,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,9,"… В реальной жизни модернизация библиотек, внедрение технологических инноваций нередко выполняется без заранее установленных … способствует созданию принципиально новых инфор- мационных продуктов и услуг, модернизации и совершенствованию …"
0,"ВА Федоров, ММ Мордасов","ББК← 844-02я73-5 И74",,"tstu.ru","","https://www.tstu.ru/book/elib/pdf/2004/murom.pdf","",359,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,2,,"… различных моделей и методов оптимизации; • номенклатура объектов проектирования включает как разработку или модернизацию техниче- ских … ных ИТ для создания новых и модернизации существующих электронных средств, технологий, услуг и, во-вторых …"
0,"ЕВ Стукова","КОМПЬЮТЕРНЫЕ СЕТИ И ПЕРЕДАЧА ИНФОРМАЦИИ УЧЕБНО-МЕТОДИЧЕСКИЙ КОМПЛЕКС ПО ДИСЦИПЛИНЕ для специальности 010700–« …",,"irbis.amursu.ru","","https://irbis.amursu.ru/DigitalLibrary/AmurSU_Edition/1139.pdf","",360,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,,"… стали реальными конкурентами мэйнфреймов. Закон Гроша перестал соответствовать действительности, так как десяток мини- компьютеров выполнял некоторые задачи (как правило, хорошо распараллеливаемые) быстрее одного мэйнфрейма, а стоимость …"
2,"ЕЮ Королева","Проблемы информатизации лечебно-профилактических учреждений системы МВД России",2008,"… органов: Труды междунар. конф. М.: Академия …","zhenilo.narod.ru","http://zhenilo.narod.ru/main/ips/2008_medicine.pdf","https://scholar.google.com/scholar?cites=15370058349847876191&as_sdt=2005&sciodt=0,5&hl=en",361,"2021-05-12 14:16:17","PDF","","","",,,,,2,0.15,2,1,13,"… в настоящее время разработанное программное обеспечение требует существенной модернизации в связи с … ведется уже более 10 лет, но сейчас требуется его модернизация … обеспечения позволит быстро и с наименьшими затратами модернизировать его в …"
21,"AA Zaika","Компьютерные сети",2006,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=BK-WIbq4s5MC&oi=fnd&pg=PA3&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=elnY5Vx-Dy&sig=i2hhOxHzIMJR10qLgmpKhhHS95U","https://scholar.google.com/scholar?cites=5227619267709739615&as_sdt=2005&sciodt=0,5&hl=en",362,"2021-05-12 14:16:17","BOOK","","","",,,,,21,1.40,21,1,15,"… отраслях. БОЛЬШИЕ КОМПЬЮТЕРЫ И ГЛОБАЛЬНЫЕ СЕТИ Пользователь и компьютер в те годы общались на основе мейнфрейма — большого, мощного по тем временам и ужасно дорогого компьютера. Общались …"
0,"НС Пыхтина, НВ Шемраева","Инженерная компьютерная графика",,"numi.ru","","http://numi.ru/docs/2013/03/11/1363020335.doc","",363,"2021-05-12 14:16:17","DOC","","","",,,,,0,0.00,0,2,,"… Принцип развития, позволяющий производить модернизацию системы и расширение ее возможностей за счет совершенствования компонентов САПР и упорядоченности связей между этими компонентами без перерыва или с минимальными перерывами в …"
0,"ЕВ Филаткина","ИНФОРМАЦИОННЫЙ МЕНЕДЖМЕНТ",,"ulsu.ru","","https://ulsu.ru/media/documents/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9_%D0%BC%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%BC%D0%B5%D0%BD%D1%82_ispmjSV.pdf","",364,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,,"Page 1. Ульяновский государственный университет Факультет Математики и информационных технологий Филаткина Е.В ИНФОРМАЦИОННЫЙ МЕНЕДЖМЕНТ Учебно-методическое пособие по курсу “Информационный менедж …"
2,"МИ Чижов, АВ Бредихин","Управление системами и процессами: Курс лекций",2010,"Воронеж: Воронеж. гос. техн. ун-т","calsvstu.ru","http://www.calsvstu.ru/images/files/pdf/usp_up.pdf","https://scholar.google.com/scholar?cites=894547945064936355&as_sdt=2005&sciodt=0,5&hl=en",365,"2021-05-12 14:16:17","PDF","","","",,,,,2,0.18,1,2,11,"… Для более интенсивного развития предприятия, его модернизация должна осуществляться комплексно, включая как модернизацию производственного парка оборудования, так и информационных систем. Этот …"
0,"ММ Кибакин, ЛГ Викторова, ВЯ Иохин","Образование. Социум. Прогресс: Монография/Под ред.",2016,"","muh.ru","https://muh.ru/wp-content/uploads/mags/%D0%9E%D0%B1%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5_c%D0%BE%D1%86%D0%B8%D1%83%D0%BC_%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B5%D1%81%D1%81.pdf","",366,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,3,5,"Page 1. Современная гуманитарная академия Под редакцией М.П. Карпенко ОБРАЗОВАНИЕ. СОЦИУМ. ПРОГРЕСС Москва 2016 Page 2. УДК 37.01 ББК 74.00 О 23 Рецензенты: Кибакин М.М., доктор социологических …"
183,"Д Мур","Преодоление пропасти: маркетинг и продажа хайтек продуктов клиентам основного рынка",2006,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=Amk6VunK7T8C&oi=fnd&pg=PA12&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=Q8BzhDVyMS&sig=UnjNyEOHpZmzTEQmWv0scLRRUC0","https://scholar.google.com/scholar?cites=9532438392643005862&as_sdt=2005&sciodt=0,5&hl=en",367,"2021-05-12 14:16:17","BOOK","","","",,,,,183,12.20,183,1,15,"Page 1. Джеффри А. Мур ПРЕОДОЛЕНИЕ ПРОПАСТИ Page 2. Geoffrey A. Moore with a foreword by Regis McKenna CROSSING THE CHASM MARKETING AND SELLING HIGHTECH PRODUCTS TO MAINSTREAM CUSTOMERS …"
0,"ТЕ Мамонова","В авторской редакции",2011,"","chursinvb.ucoz.ru","https://chursinvb.ucoz.ru/_ld/1/138_Informatika.pdf","",368,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,10,"Page 1. МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РОССИЙСКОЙ ФЕДЕРАЦИИ Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «НАЦИОНАЛЬНЫЙ …"
0,"ДО Макаров","Информационная система управления сетевыми ресурсами для ОАО «Горизонт»",2018,"","library.tiei.ru","http://library.tiei.ru/bitstream/123456789/1238/1/%D0%92%D0%9A%D0%A0%20%D0%9C%D0%B0%D0%BA%D0%B0%D1%80%D0%BE%D0%B2.pdf","",369,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,3,"… ARPANET. Роль компьютерных вычислительных машин скорость в это время кализуются выполняли большие рекомендации центральные компьютеры рынке или мейнфреймы – это данной высокопроизводительные серверы порта по обработки информации …"
0,"ЛМ Ашарчук","Информационные системы в управлении",2009,"","lib.i-bteu.by","http://lib.i-bteu.by/handle/22092014/560","",370,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,12,"Page 1. БЕЛКООПСОЮЗ УЧРЕЖДЕНИЕ ОБРАЗОВАНИЯ «БЕЛОРУССКИЙ ТОРГОВО-ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ ПОТРЕБИТЕЛЬСКОЙ КООПЕРАЦИИ» Кафедра информационно-вычислительных систем ИНФОРМАЦИОННЫЕ …"
0,"МА Голубцов","Информационная система виртуальной проектной организации",2018,"","library.tiei.ru","http://library.tiei.ru/bitstream/123456789/1760/1/%D0%93%D0%BE%D0%BB%D1%83%D0%B1%D1%86%D0%BE%D0%B2%20%D0%9C.%D0%90._%D0%92%D0%9A%D0%A0.pdf","",371,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,3,"… В крупных организациях наряду с персональным компьютером в состав технической базы информационной системы может входить мэйнфрейм или суперЭВМ. Кроме того, техническое воплощение информационной системы само по себе Page 7. 7 …"
0,"Д Скрипнюк, Н Диденко, К Киккас, Н Конахина","Транснациональные корпорации в международных экономических отношениях. Учебное пособие для вузов",2021,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=YSQhEAAAQBAJ&oi=fnd&pg=PA15&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=eSGZ3UVgar&sig=V89t3Efl9dnw4tjaygr1-F_7ivU","",372,"2021-05-12 14:16:17","BOOK","","","",,,,,0,0.00,0,4,1,"Page 1. Н. И. Диденко, Д. Ф. Скрипнюк, Н. А. Конахина, К. Н. Киккас ТРАНСНАЦИОНАЛЬНЫЕ КОРПОРАЦИИ B МЕЖДУНАРОДНЫХ ЭКОНОМИЧЕСКИХ ОТНОШЕНИЯХ УЧЕБНОЕ ПОСОБИЕ ДЛЯ ВУЗОВ Рекомендовано …"
0,"ВФ Голиков","Информационные технологии управления бизнесом",2015,"","rep.bntu.by","https://rep.bntu.by/bitstream/handle/data/21136/Informacionnye_tekhnologii_upravleniya_biznesom.pdf?sequence=1","",373,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,6,"… банке данных. В качестве центральной вычислительной системы, реализуемой для организации автоматизированного банка данных, используются UNIX-сервер, мэйнфрейм или суперкомпьютер. Комбинированная …"
0,"ЛП Ганчарик","Информационные технологии в управленческой деятельности",2018,"","wctext.pac.by","http://wctext.pac.by/distedu/Media/ychlit/%D0%9A%D1%83%D1%80%D1%81%20%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D0%B9%20%D0%98%D0%A2_2011.doc","",374,"2021-05-12 14:16:17","DOC","","","",,,,,0,0.00,0,1,3,"… 1970-е прошли под знаком мэйнфреймов и вычислительных центров, заложили фундамент … служит мощным технологическим фактором, обуславливающим нарастание темпов модернизации и развития всех … Каждый год проводится модернизация системы …"
571,"М Когаловский","Перспективные технологии информационных систем",2019,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=vYKzDwAAQBAJ&oi=fnd&pg=PT12&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=ECUOfLX4M3&sig=RoOm8Q7K9ACkZBrbzgvikAePBX4","https://scholar.google.com/scholar?cites=12472762812614392326&as_sdt=2005&sciodt=0,5&hl=en",375,"2021-05-12 14:16:17","BOOK","","","",,,,,571,285.50,571,1,2,"Page 1. Лекции МГУ I = * 5 дат ьств в Информационные системы, их назначение, организация, тенденции развития Системы баз данных, моделирование данных, архитектура, новые технологии и применения Системы …"
0,"АВ Бойченко, ВК Кондратьев, ЕН Филинов","ББК 32.973. 202 К 642",,"Citeseer","","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.467.3303&rep=rep1&type=pdf","",376,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,3,,"Page 1. 1 Министерство образования Российской Федерации Международный образовательный консорциум «Открытое образование» Московский государственный университет экономики, статистики и информатики АНО «Евразийский открытый институт» …"
4,"ВН Будко, ПА Будко, ЛИ Тимошенко","Глоссарий англоязычных терминов по ЭВМ и периферийным устройствам",2015,"","elibrary.ru","https://elibrary.ru/item.asp?id=24776951","https://scholar.google.com/scholar?cites=6307980374383915293&as_sdt=2005&sciodt=0,5&hl=en",377,"2021-05-12 14:16:17","","","","",,,,,4,0.67,1,3,6,"… Модернизация ЭВМ, апгрейд [upgrade] – изменение конфигурации ПК, связанное с переходом … В зависимости от поставленной цели модернизации количество и характер изменений … переход на новую операционную систему считать модернизацией не принято …"
0,"ОН Травкин","ББК 32.97 я73 Т65",2009,"","core.ac.uk","https://core.ac.uk/download/pdf/287888349.pdf","",378,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,12,"… 10 1.2. Появление мультипрограммных операционных систем для мэйнфреймов ..... 13 1.3 … Появление первых операционных систем. Появление мультипро- граммных операционных систем для мэйнфреймов …"
0,"ОН Травкин","Системное программное обеспечение: УМК",2009,"","elib.psu.by","http://elib.psu.by:8080/bitstream/123456789/16577/1/%D1%83%D0%BC%D0%BA_%D0%A2%D1%80%D0%B0%D0%B2%D0%BA%D0%B8%D0%BD_%D0%A1%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%BD%D0%BE%D0%B5%20%D0%9F%D0%9E.pdf","",379,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,12,"… 10 1.2. Появление мультипрограммных операционных систем для мэйнфреймов ..... 13 1.3 … Появление первых операционных систем. Появление мультипро- граммных операционных систем для мэйнфреймов …"
1,"ОВ Антоненко, ІО Бардус","Архітектура комп'ютера та конфігурування комп'ютерних систем (на основі фундаменталізованого підходу)",2018,"","dspace.bdpu.org","https://dspace.bdpu.org/bitstream/123456789/446/3/Antonenko%20O.%20V.%20Bardus%20I%60.O.%20Arkhi%60tektura%20komp%27yutera%20ta%20konfi%60guruvannya%20komp%27yuternikh%20sistem%20%28na%20osnovi%60%20fundamentali%60zovano.pdf","https://scholar.google.com/scholar?cites=14515884846027341801&as_sdt=2005&sciodt=0,5&hl=en",380,"2021-05-12 14:16:17","PDF","","","",,,,,1,0.33,1,2,3,"Page 1. МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ БЕРДЯНСЬКИЙ ДЕРЖАВНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ О. В. АНТОНЕНКО, І. О. БАРДУС АРХІТЕКТУРА КОМП'ЮТЕРА ТА КОНФІГУРУВАННЯ КОМП'ЮТЕРНИХ СИСТЕМ …"
0,"ПИ КАРЬЕРА, П ЖЕЛЕЗО","НОВОСТИ И СОБЫТИЯ 4-13 ПРАКТИКА 14-31",2009,"ЗАКОНОДАТЕЛЬСТВО","itbel.by","http://www.itbel.by/el_version/book/IT_bel_1.pdf","",381,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,2,12,"… Его про- пускная способность составит 4 Гбит/с. После модернизации мощность российско- белорусского интернет-канала достигнет 10 Гбит/с … В пресс-службе предприятия сообщили, что все работы по модернизации планирует- ся закончить в нынешнем году …"
0,"ГР Кадырова","ББК 22.18 я7",2011,"","venec.ulstu.ru","http://venec.ulstu.ru/lib/go.php?id=2426","",382,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,10,"Page 1. 1 МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РОССИЙСКОЙ ФЕДЕРАЦИИ федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «УЛЬЯНОВСКИЙ …"
205,"ЮА Петров, ЕЛ Шлимович, ЮВ Ирюпин","Комплексная автоматизация управления предприятием",2001,"… технологии-теория и …","old.kais.ru","http://old.kais.ru/Lib/5-279-02314-0.doc","https://scholar.google.com/scholar?cites=3720275371557536359&as_sdt=2005&sciodt=0,5&hl=en",383,"2021-05-12 14:16:17","DOC","","","",,,,,205,10.25,68,3,20,"Ю.А. Петров. Е.Л.Шлимович. Ю.В. Ирюпин. Комплексная автоматизация управления предприятием. Информационные технологии-. теория и практика. МОСКВА. ""ФИНАНСЫ И СТАТИСТИКА"". 2001. УДК 658.01:004(036) ББК 6S.290.2c5).я2 ПЭО. Петров Ю.А. и др …"
2,"ХН Музипов","Программно-технические комплексы автоматизированных систем управления",2015,"","elibrary.ru","https://elibrary.ru/item.asp?id=24700427","https://scholar.google.com/scholar?cites=14161726939650435478&as_sdt=2005&sciodt=0,5&hl=en",384,"2021-05-12 14:16:17","","","","",,,,,2,0.33,2,1,6,"… Первый этап создания АСУ ТП связан с использованием ЭВМ первого поколения, например, таких отечественных ЭВМ как «Урал», «УМ-1», «Минск». На втором этапе применялись мэйнфреймы типа IBM, ЕС ЭВМ, мини-компьютеры (DEC, СМ ЭВМ и др.) …"
0,"ЮЮ Сомова","Инженерная графика с использованием компьютерных технологий",,"nst71.ru","","http://nst71.ru/Ucheba/%D0%98%D0%93%20%D1%81%20%D0%9A%D0%A2%20%D0%9A%D1%83%D1%80%D1%81%20%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D0%B9%20%D0%B4%D0%BB%D1%8F%20%D1%81%D0%B0%D0%B9%D1%82%D0%B0.pdf","",385,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,,"Page 1. 1 Министерство образования Тульской области Государственное образовательное учреждение среднего профессионального образования «Новомосковский строительный техникум» Автор-составитель …"
0,"ДА Дрык","Совершенствование механизма управления ВУП «Экспофорум» путем внедрения информационной системы «BPM'ONLINE»: Магистерская диссертация",2019,"","elib.bsu.by","https://elib.bsu.by/handle/123456789/239190","",386,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,2,"Page 1. МИНИСТЕРСТВО ОБРАЗОВАНИЯ РЕСПУБЛИКИ БЕЛАРУСЬ БЕЛОРУССКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ЭКОНОМИЧЕСКИЙФА КУЛЬТЕТ Кафедра экономической информатики ДРЫК Денис Андреевич …"
43,"W Eckerson","What Are Performance Dashboards?",2005,"DM REVIEW","img.yakaboo.ua","http://img.yakaboo.ua/media/mediagallery/pdf/4/5/455257_3179724.pdf","https://scholar.google.com/scholar?cites=2332829952559623612&as_sdt=2005&sciodt=0,5&hl=en",387,"2021-05-12 14:16:17","PDF","","","",,,,,43,2.69,43,1,16,"Page 1. Посвящается моим родителям, Хорнеру и Салли, благодаря которым все вообще стало возможным Page 2. Performance Dashboards Wayne W. Eckerson Measuring, Monitoring, and Managing Your Business John Wiley & Sons, Inc. Page 3. Москва 2007 Панели …"
